Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Same City
Data Scientist,68-114 ,3.8,Zimmerman Advertising,"Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000 ,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,68,114,91.0,Zimmerman Advertising,FL,40,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na,1
Data Scientist,150-160,5.0,BPA Services,"Washington, DC","Alexandria, VA",unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,150,160,155.0,BPA Services,DC,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,0
"Enterprise Architect, Data",101-158 ,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,101,158,129.5,MassMutual,MA,173,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,na,na,na,0
"Senior Manager, Epidemiologic Data Scientist",125-210 ,4.0,Pfizer,"New York, NY","New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,125,210,167.5,Pfizer,NY,175,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,1
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,43-77 ,3.8,Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",1001 - 5000 ,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,43,77,60.0,Associated Banc-Corp,WI,154,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,1
Lead Data Scientist,139-221 ,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,139,221,100.62601078167116,Zest AI,CA,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,1
"Marketing Data Analyst, May 2020 Undergrad",44-86 ,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,Fareportal,NY,22,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,analyst,na,na,1
Senior Data Engineer,78-147 ,4.3,Genesys,"Durham, NC","Daly City, CA",5001 - 10000 ,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,Genesys,NC,34,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data engineer,sr,na,0
Senior Data Analyst,65-110 ,1.9,Moda Operandi,"New York, NY","New York, NY",201 - 500 ,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,Moda Operandi,NY,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,analyst,sr,na,1
Data Modeler - Data Solutions Engineer,37-66 ,3.3,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,Liberty Mutual Insurance,IN,112,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,data modeler,na,M,0
Associate Environmental Scientist - Wildlife Biologist,38-64 ,4.7,QK,"Clovis, CA","Visalia, CA",51 - 200 ,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,38,64,51.0,QK,CA,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
"Associate, Data Science, Internal Audit",43-82 ,3.1,Santander,"Boston, MA","Madrid, Spain",10000+ ,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,43,82,62.5,Santander,MA,168,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,0
Sr Data Engineer (Sr BI Developer),90-110,3.4,Tivity Health,"Chandler, AZ","Franklin, TN",501 - 1000 ,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,90,110,100.0,Tivity Health,AZ,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na,0
Data Engineer,61-109 ,4.4,BRMi,"Chantilly, VA","Washington, DC",51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,61,109,85.0,BRMi,VA,20,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,0
Senior LiDAR Data Scientist,93-151 ,3.9,Luminar Technologies,"Orlando, FL","Orlando, FL",201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,93,151,122.0,Luminar Technologies,FL,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,1
Salesforce Analytics Consultant,52-81 ,3.9,"Emtec, Inc.","Chicago, IL","Jacksonville, FL",501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,52,81,66.5,"Emtec, Inc.",IL,29,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data analitics,na,M,0
"Technology-Minded, Data Professional Opportunities",40-101 ,4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 - 5000 ,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,40,101,70.5,Veterans United Home Loans,MO,22,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na,na,1
Senior Data Engineer,97-180 ,4.7,Praetorian,"Austin, TX","Austin, TX",51 - 200 ,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,97,180,138.5,Praetorian,TX,14,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,sr,na,1
Managing Data Scientist/ML Engineer,81-134 ,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,PA Consulting,MA,81,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,na,0
"Scientist, Pharmacometrics",84-157 ,3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,84,157,120.5,Agios Pharmaceuticals,MA,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,na,M,1
Staff Scientist- Upstream PD,49-113 ,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,Advanced BioScience Laboratories,MD,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,1
Scientist Manufacturing Pharma - Kentucky BioProcessing,68-139 ,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139,103.5,Reynolds American,KY,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
Sr. Data Engineer,75-140 ,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,1
Lead Big Data Engineer,121-203 ,4.0,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 - 5000 ,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162.0,Glassdoor,CA,17,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na,0
Product Engineer – Spatial Data Science and Statistical Analysis,52-85 ,3.5,Esri,"Redlands, CA","Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,Esri,CA,55,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,na,M,1
Sr Software Engineer (Data Scientist),81-140 ,3.4,Assurant,"Westlake, OH","New York, NY",10000+ ,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,46,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,na,0
College Hire - Data Scientist - Open to December 2019 Graduates,63-99 ,3.7,Caterpillar,"Peoria, IL","Deerfield, IL",10000+ ,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81.0,Caterpillar,IL,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na,0
Senior Data Scientist,110-150,4.3,Equity Residential,"Chicago, IL","Chicago, IL",1001 - 5000 ,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130.0,Equity Residential,IL,31,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,data scientist,sr,M,1
Sr. Data Engineer (ETL Developer),83-148 ,3.7,F&G,"Des Moines, IA","Des Moines, IA",201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148,115.5,F&G,IA,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,sr,na,1
Senior Data Scientist Artificial Intelligence,60-101 ,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,1
Analytics - Business Assurance Data Analyst,31-55 ,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55,43.0,GreatAmerica Financial Services,IA,32,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na,1
"Associate Director/Director, Safety Scientist",102-178 ,4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178,140.0,Acceleron Pharma,MA,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P,1
"Senior Scientist, Cell Pharmacology/Assay Development",110-130,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,110,130,120.0,Kronos Bi,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,0
Data Analyst Senior,48-85 ,3.0,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,AmeriHealth Caritas,PA,41,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,1
Lead Data Engineer (Python),66-123 ,4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123,94.5,Strategic Employment Partners,CA,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,0
Senior Data Scientist 4 Artificial Intelligence,92-146 ,3.8,PNNL,"Seattle, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119.0,PNNL,WA,59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,0
Medical Lab Scientist - MLT,21-29,3.2,Catholic Health Initiatives,"Omaha, NE","Englewood, CO",10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,21,29,25.0,Catholic Health Initiatives,NE,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
"Senior Operations Data Analyst, Call Center Operations",10-17,2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,10,17,100.62601078167116,FLEETCOR,TN,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na,0
"Director II, Data Science - GRS Predictive Analytics",150-239 ,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,100.62601078167116,Liberty Mutual Insurance,IL,112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,P,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,52-91 ,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,Southwest Research Institute,TX,77,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,na,1
Geospatial Software Developer and Data Scientist,82-129,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 - 1000 ,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129,105.5,Applied Research Laboratories,TX,-1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,na,na,1
Senior Scientist - Toxicologist - Product Integrity (Stewardship),47-101 ,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101,74.0,Reynolds American,NC,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,1
Systems Engineer II - Data Analyst,49-76 ,3.7,Raytheon,"Huntsville, AL","Waltham, MA",10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76,62.5,Raytheon,AL,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,0
Senior Research Analytical Scientist-Non-Targeted Analysis,43-88 ,4.3,RTI International,"Durham, NC","Research Triangle Park, NC",1001 - 5000 ,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,RTI International,NC,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,0
Director Data Science,124-199 ,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,TRANZACT,NJ,35,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na,1
Sr Data Analyst - IT,52-93 ,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,United BioSource,PA,21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na,1
Senior Data Engineer,97-181 ,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181,139.0,Figure Eight,CA,16,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,1
Senior Data Engineer,100-173 ,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,1
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,53-96 ,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,1
Senior Scientist - Biostatistician,65-96 ,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96,80.5,Reynolds American,NC,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,1
Data Scientist,56-95 ,3.5,Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,56,95,75.5,Sartorius,NM,154,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,0
Data Scientist,111-176 ,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 - 200 ,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,8,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,data scientist,na,na,1
Data Scientist,75-127 ,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",51 - 200 ,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,0,0,75,127,101.0,Royce Geospatial,VA,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,0
Data Engineer,65-119 ,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,119,92.0,MassMutual,MA,173,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na,1
Computational Chemist/Data Scientist,56-97 ,3.8,PNNL,"Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P,1
Principal Data Scientist (Computational Chemistry),108-173 ,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173,140.5,Recursion Pharmaceuticals,UT,11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na,1
Data Scientist,94-139 ,3.6,Citi,"Jersey City, NJ","New York, NY",10000+ ,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,94,139,116.5,Citi,NJ,212,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,0
Principal Machine Learning Scientist,176-289 ,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 - 1000 ,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,176,289,100.62601078167116,Sage Intacct,CA,25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,sr,P,0
Data Scientist,92-149 ,3.5,Scale AI,"San Francisco, CA","San Francisco, CA",51 - 200 ,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,92,149,120.5,Scale AI,CA,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P,1
Product Engineer – Data Science,63-101 ,3.5,Esri,"Arlington, VA","Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82.0,Esri,VA,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,0
"Principal Scientist, Chemistry & Immunology",54-115 ,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,Rochester Regional Health,NY,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,1
Data Scientist,118-188 ,2.7,Change Healthcare,"Emeryville, CA","Nashville, TN",10000+ ,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,118,188,153.0,Change Healthcare,CA,17,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,data scientist,na,P,0
Data Scientist,108-146 ,3.4,MZ,"Palo Alto, CA","Palo Alto, CA",501 - 1000 ,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,108,146,127.0,MZ,CA,16,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M,1
Data Scientist,65-106 ,4.7,HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 - 200 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,65,106,85.5,HG Insights,CA,14,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,data scientist,na,P,1
Data Scientist,55-98 ,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 - 5000 ,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,0,0,55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,48,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,na,na,1
Data Scientist,94-162 ,3.5,CBS Interactive,"New York, NY","San Francisco, CA",1001 - 5000 ,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",0,0,94,162,128.0,CBS Interactive,NY,32,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,data scientist,na,na,0
Data Engineer,63-120 ,3.2,"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1 - 50 ,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,63,120,91.5,"Numeric, LLC",PA,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,0
"Scientist/Senior Scientist, Autoimmune",90-179 ,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179,134.5,Rubius Therapeutics,MA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,1
Data Scientist,127-202 ,3.3,Samba TV,"San Francisco, CA","San Francisco, CA",201 - 500 ,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,127,202,164.5,Samba TV,CA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,1
Software Engineer - Data Visualization,60-127 ,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127,93.5,ClearEdge,MD,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M,1
Market Data Analyst,31-57 ,3.4,SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 - 500 ,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,31,57,44.0,SV Microwave,FL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M,1
Staff Data Engineer,105-194 ,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 - 1000 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,Sumo Logic,TX,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M,0
Associate Data Engineer,45-86 ,3.5,EAB,"Washington, DC","Washington, DC",1001 - 5000 ,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,45,86,65.5,EAB,DC,17,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M,1
Data Engineer,75-143 ,4.4,SpringML,"Herndon, VA","Pleasanton, CA",1 - 50 ,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,75,143,109.0,SpringML,VA,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,0
Staff Data Engineer,126-228 ,3.7,Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 - 5000 ,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",0,0,126,228,177.0,Samsung Research America,CA,36,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,data engineer,na,P,1
Data Scientist,80-134 ,4.7,Systems & Technology Research,"Arlington, VA","Woburn, MA",201 - 500 ,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,80,134,107.0,Systems & Technology Research,VA,14,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,data scientist,na,P,0
Data Scientist,120-189 ,4.1,Netskope,"Santa Clara, CA","Santa Clara, CA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,12,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,data scientist,na,P,1
Data Scientist,85-142 ,4.0,Lorven Technologies Inc,"Santa Clara, CA","Plainsboro, NJ",1 - 50 ,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,0,0,85,142,113.5,Lorven Technologies Inc,CA,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,0
